unique_id,date,title,company,type,experience,salary,interview_difficulty
132932533900176,3/13/2022,eletrician,Siemens,non-Tech,3,76692,85.99
132932533899264,6/20/2022,eletrician,Siemens,non-Tech,3,69266,95.87
132932533898016,5/29/2022,trainee,Siemens,non-Tech,1,71622,82.29
132932533900464,7/28/2022,trainee,Boeing,non-Tech,4,86254,95.43
132932533900992,3/25/2022,eletrician,Siemens,non-Tech,2,63409,96.26
132932533905024,9/4/2022,platform engineer,Apple,Tech,1,74822,97.46
132932533911072,2/18/2022,platform engineer,Apple,Tech,2,67443,84.54
132932533899216,11/29/2022,database engineer,Apple,Tech,1,78647,90.97
132932533895568,5/1/2022,eletrician,Siemens,non-Tech,2,71580,84.52
132932533910256,7/11/2022,eletrician,Siemens,non-Tech,2,71116,99.89
132932533897296,8/12/2022,trainee,Siemens,non-Tech,2,72322,93.46
132932533895520,3/31/2022,platform engineer,Apple,Tech,1,69117,90.06
132932533902672,8/7/2022,trainee,Siemens,non-Tech,1,70432,99.32
132932533902768,8/8/2022,devops engineer,Apple,Tech,1,73677,96.77
132932533902720,10/29/2022,devops engineer,Apple,Tech,1,80056,77.46
132932533895904,3/2/2022,database engineer,Apple,Tech,4,67050,84.37
132932533900704,11/8/2022,trainee,Siemens,non-Tech,2,66347,76.47
132932533911360,10/10/2022,platform engineer,Apple,Tech,1,84994,89.83
132932533899312,5/17/2022,trainee,Siemens,non-Tech,3,71024,92.76
132932533900800,7/10/2022,platform engineer,Apple,Tech,2,62095,97.16
132932533910544,6/4/2022,database engineer,Apple,Tech,3,70413.94240055831,92.77
132932533905744,10/28/2022,eletrician,Siemens,non-Tech,2,67957,88.99
132932533910736,8/26/2022,platform engineer,Apple,Tech,2,89850,98.86
132932533904976,4/14/2022,platform engineer,Apple,Tech,3,77723,96.37
132932533904352,10/18/2022,trainee,Siemens,non-Tech,1,63830,98.49
132932533899840,7/1/2022,database engineer,Apple,Tech,3,68205,85.64
132932533896480,1/11/2022,database engineer,Apple,Tech,2,65353,89.34
132932533902912,9/3/2022,database engineer,Apple,Tech,1,71428,91.24
132932533910304,7/2/2022,platform engineer,Apple,Tech,2,79493,95.07
132932533899552,9/23/2022,database engineer,Apple,Tech,4,73131,93.94
132932533897344,3/25/2022,database engineer,Apple,Tech,2,63258,96.19
132932533899984,6/22/2022,platform engineer,Apple,Tech,1,60059,73.27
132932533899696,2/26/2022,eletrician,Siemens,non-Tech,2,72481,99.3
132932533899360,9/5/2022,platform engineer,Apple,Tech,2,65329,75.55
132932533909536,5/20/2022,trainee,Siemens,non-Tech,2,64017,81.23
132932533900128,6/10/2022,trainee,Siemens,non-Tech,3,76422,91.67
132932533903056,9/1/2022,platform engineer,Apple,Tech,1,81109,75.93
132932533899936,3/8/2022,platform engineer,Apple,Tech,3,64308,98.57
132932533906512,11/9/2022,trainee,Boeing,non-Tech,2,63554,89.1
132932533900032,8/9/2022,platform engineer,Apple,Tech,2,65794,74.86
132932533904736,9/28/2022,trainee,Siemens,non-Tech,1,77441,89.99
132932533897104,7/10/2022,mechanic,Siemens,non-Tech,2,72353,95.67
132932533903392,1/13/2022,eletrician,Siemens,non-Tech,4,61449,98.31
132932533907472,2/20/2022,trainee,Siemens,non-Tech,2,73056,94.71
132932533899744,4/29/2022,trainee,Siemens,non-Tech,1,65954,99.07
132932533900656,9/29/2022,database engineer,Apple,Tech,2,63704,93.54
132932533899072,6/19/2022,eletrician,Siemens,non-Tech,2,73166,78.32
132932533895856,5/6/2022,designer,Boeing,non-Tech,2,91658,98.55
132932533897824,6/12/2022,platform engineer,Apple,Tech,3,70413.94240055831,71.12
132932533898160,1/31/2022,database engineer,Apple,Tech,2,61319,97.95
132932533902336,8/20/2022,mechanic,Siemens,non-Tech,1,67955,95.18
132932533900896,7/9/2022,devops engineer,Apple,Tech,3,67310,79.61
132932533900416,12/17/2022,database engineer,Apple,Tech,2,73264,79.74
132932533901232,7/10/2022,designer,Boeing,non-Tech,1,69402,92.55
132932533899456,6/7/2022,trainee,Boeing,non-Tech,1,60884,96.8
132932533901472,6/25/2022,mechanic,Siemens,non-Tech,3,66139,93.22
132932533910112,4/3/2022,trainee,Siemens,non-Tech,3,64559,89.89230176260445
132932533896624,5/29/2022,trainee,Siemens,non-Tech,2,62567,73.42
132932533899504,9/23/2022,devops engineer,Apple,Tech,2,60079,84.1
132932533896144,6/4/2022,database engineer,Apple,Tech,3,85002,83.42
132932533910976,11/15/2022,trainee,Siemens,non-Tech,4,69918,94.04
132932533909488,6/4/2022,database engineer,Apple,Tech,1,64976,94.18
132932533897680,4/4/2022,platform engineer,Apple,Tech,1,70664,95.06
132932533900368,7/21/2022,designer,Boeing,non-Tech,2,68880,78.5
132932533896528,12/20/2022,trainee,Siemens,non-Tech,2,64166,99.97
132932533911168,9/10/2022,trainee,Siemens,non-Tech,1,62448,86.61
132932533910832,8/12/2022,platform engineer,Apple,Tech,3,62689,82.94
132932533901088,11/8/2022,trainee,Siemens,non-Tech,2,66214,99.85
132932533902048,8/20/2022,devops engineer,Apple,Tech,2,63383,92.83
132932533901952,4/28/2022,platform engineer,Apple,Tech,2,73303,86.48
132932533903776,12/25/2022,eletrician,Siemens,non-Tech,2,62353,87.64
132932533896576,8/28/2022,mechanic,Siemens,non-Tech,2,75635,77.75
132932533899888,4/23/2022,database engineer,Apple,Tech,2,74863,93.73
132932533904928,4/11/2022,mechanic,Siemens,non-Tech,2,76678,92.65
132932530130656,4/14/2022,database engineer,Apple,Tech,4,61823,89.16
132932530128064,12/22/2022,trainee,Siemens,non-Tech,1,78912,96.88
132932530141456,3/11/2022,platform engineer,Apple,Tech,2,63686,95.13
132932530142608,4/11/2022,database engineer,Apple,Tech,2,78125,97.83
132932530141168,4/30/2022,database engineer,Apple,Tech,1,65344,94.63
132932530140976,8/6/2022,trainee,Siemens,non-Tech,1,81215,86.22
132932530141504,11/28/2022,eletrician,Siemens,non-Tech,4,77299,98.26
132932530136944,6/4/2022,trainee,Siemens,non-Tech,1,60560,99.92
132932530133248,6/5/2022,platform engineer,Apple,Tech,3,66839,86.17
132932530132336,6/4/2022,trainee,Siemens,non-Tech,1,63207,98.16
132932530138192,8/20/2022,platform engineer,Apple,Tech,1,63020,99.87
132932530138288,6/18/2022,platform engineer,Apple,Tech,2,63983,72.77
132932530140064,5/8/2022,database engineer,Apple,Tech,2,62045,91.92
132932530138336,5/17/2022,mechanic,Siemens,non-Tech,2,74201,94.88
132932530141120,8/10/2022,eletrician,Siemens,non-Tech,2,69013,96.15
132932530142176,5/12/2022,eletrician,Siemens,non-Tech,3,60571,89.92
132932530133344,10/23/2022,trainee,Siemens,non-Tech,2,72768,88.45
132932530137040,5/28/2022,trainee,Siemens,non-Tech,1,71748,90.66
132932530139248,6/21/2022,database engineer,Apple,Tech,3,63816,83.86
132932530136992,7/17/2022,designer,Boeing,non-Tech,2,65404,86.83
132932530140736,6/4/2022,trainee,Siemens,non-Tech,1,83130,90.47
132932530131904,10/7/2022,trainee,Siemens,non-Tech,1,65745,92.95
132932530131952,9/23/2022,trainee,Boeing,non-Tech,1,69518,99.05
132932530138144,10/11/2022,trainee,Siemens,non-Tech,1,68673,77.17
132932530132000,7/14/2022,eletrician,Siemens,non-Tech,1,80295,95.85
132932530141408,8/19/2022,eletrician,Siemens,non-Tech,1,73579,77.65
132932530131808,9/29/2022,trainee,Siemens,non-Tech,2,71031,81.34
132932530137136,8/26/2022,eletrician,Siemens,non-Tech,3,67050,98.83
132932530140208,10/4/2022,eletrician,Siemens,non-Tech,4,73821,90.83
132932530137664,10/25/2022,database engineer,Apple,Tech,1,63730,81.44
132932530137952,12/2/2022,eletrician,Siemens,non-Tech,1,65232,94.79
132932530136848,10/29/2022,platform engineer,Apple,Tech,1,75149,89.69
132932530136752,6/28/2022,trainee,Siemens,non-Tech,1,68443,89.89230176260445
132932530128736,7/25/2022,trainee,Boeing,non-Tech,4,65542,91.89
132932530128592,11/5/2022,platform engineer,Apple,Tech,2,77066,81.67
132932530128880,7/8/2022,eletrician,Siemens,non-Tech,2,63213,80.96
132932530132528,7/7/2022,designer,Boeing,non-Tech,1,64053,98.88
132932530128640,4/13/2022,database engineer,Apple,Tech,2,63230,79.34
132932530132864,7/1/2022,eletrician,Siemens,non-Tech,4,60495,92.82
132932530128496,10/7/2022,mechanic,Siemens,non-Tech,2,61353,81.83
132932530141840,4/18/2022,platform engineer,Apple,Tech,3,64833,70.14
132932530142464,3/29/2022,platform engineer,Apple,Tech,1,66684,81.75
132932530142416,3/30/2022,platform engineer,Apple,Tech,2,62251,99.81
132932530141312,1/12/2022,trainee,Boeing,non-Tech,2,70579,83.34
132932530140592,8/17/2022,eletrician,Siemens,non-Tech,2,67930,96.87
132932530131472,7/17/2022,trainee,Siemens,non-Tech,2,73786,62.53
132932530140640,4/12/2022,platform engineer,Apple,Tech,2,66718,94.11
132932530133152,8/30/2022,platform engineer,Apple,Tech,2,73072,86.2
132932530131376,3/18/2022,database engineer,Apple,Tech,1,64355,98.9
132932530131568,3/18/2022,database engineer,Apple,Tech,4,85690,74.07
132932530131280,5/19/2022,trainee,Siemens,non-Tech,4,80261,74.93
132932530131424,5/16/2022,trainee,Siemens,non-Tech,2,63882,84.64
132932530131184,7/22/2022,platform engineer,Apple,Tech,2,65293,80.22
132932530131328,2/19/2022,platform engineer,Apple,Tech,1,61188,93.36
132932530131088,8/16/2022,eletrician,Siemens,non-Tech,3,79143,96.05
132932530127536,6/26/2022,trainee,Siemens,non-Tech,2,70153,98.1
132932530128400,9/17/2022,trainee,Siemens,non-Tech,2,60262,96.68
132932530128112,3/3/2022,platform engineer,Apple,Tech,3,76323,95.58
132932530127296,9/25/2022,database engineer,Apple,Tech,1,69194,91.11
132932530127440,5/14/2022,database engineer,Apple,Tech,3,62763,94.2
132932530127872,8/7/2022,platform engineer,Apple,Tech,2,62372,71.28
132932530128208,8/30/2022,trainee,Siemens,non-Tech,2,62154,73.07
132932530128256,1/3/2022,trainee,Siemens,non-Tech,1,70413.94240055831,93.61
132932530128304,9/13/2022,trainee,Siemens,non-Tech,1,60294,89.89230176260445
132932530128352,9/8/2022,platform engineer,Apple,Tech,2,66867,82.66
132932530127344,7/6/2022,platform engineer,Apple,Tech,1,64485,94.73
132932530130800,6/4/2022,eletrician,Siemens,non-Tech,1,78112,90.32
132932530130512,10/12/2022,database engineer,Apple,Tech,2,71178,98.65
132932530130272,3/15/2022,trainee,Siemens,non-Tech,2,71730,84.58
132932530130560,2/27/2022,platform engineer,Apple,Tech,2,66528,72.65
132932530127632,1/7/2022,platform engineer,Apple,Tech,1,70413.94240055831,99.89
132932530130416,7/1/2022,platform engineer,Apple,Tech,3,70413.94240055831,91.81
132932530130080,1/5/2022,trainee,Siemens,non-Tech,1,83158,98.16
132932530126960,6/9/2022,trainee,Siemens,non-Tech,1,70413.94240055831,73.25
132932530128448,6/13/2022,database engineer,Apple,Tech,2,70412,83.39
132932530130224,6/21/2022,trainee,Siemens,non-Tech,3,69047,95.02
132932530128976,9/20/2022,devops engineer,Apple,Tech,2,60830,98.57
132932530132096,4/15/2022,eletrician,Siemens,non-Tech,3,75183,95.49
132932530129024,6/13/2022,platform engineer,Apple,Tech,2,67914,83.54
132932530128544,3/14/2022,platform engineer,Apple,Tech,2,62486,93.16
132932530129216,1/29/2022,platform engineer,Apple,Tech,2,66626,82
132932530129072,7/7/2022,platform engineer,Apple,Tech,1,62686,89.03
132932530129168,11/27/2022,database engineer,Apple,Tech,2,70985,96.96
132932530129408,4/8/2022,designer,Boeing,non-Tech,3,74028,95.65
132932530129264,6/4/2022,platform engineer,Apple,Tech,3,62186,99.54
132932530129456,6/15/2022,platform engineer,Apple,Tech,2,70550,97.9
132932530130464,4/26/2022,database engineer,Apple,Tech,2,90076,78.39
132932530129120,8/2/2022,trainee,Siemens,non-Tech,2,74592,83.79
132932530129312,8/12/2022,eletrician,Siemens,non-Tech,1,68580,98.3
132932530129360,8/25/2022,eletrician,Siemens,non-Tech,1,63360,98.46
132932530129504,5/21/2022,eletrician,Siemens,non-Tech,2,82279,91.69
132932530132768,2/1/2022,trainee,Siemens,non-Tech,1,77567,94.11
132932530138960,4/23/2022,trainee,Siemens,non-Tech,1,71503,99.92
132932530139920,10/18/2022,database engineer,Apple,Tech,2,65851,89.69
132932530138528,11/22/2022,eletrician,Siemens,non-Tech,1,76120,96.5
132932530131136,9/22/2022,database engineer,Apple,Tech,1,81514,97.77
132932530141600,11/6/2022,eletrician,Siemens,non-Tech,1,85781,93.24
132932530142704,3/27/2022,trainee,Siemens,non-Tech,2,62945,86.52
132932530134832,9/18/2022,trainee,Siemens,non-Tech,4,73954,94.23
132932530134928,11/30/2022,database engineer,Apple,Tech,2,65736,97.52
132932530133920,9/11/2022,platform engineer,Apple,Tech,2,73312,92.4
132932530133584,4/15/2022,trainee,Siemens,non-Tech,2,82675,84.83
132932530133632,12/7/2022,platform engineer,Apple,Tech,2,67578,73.81
132932530133680,5/5/2022,platform engineer,Apple,Tech,2,70413.94240055831,89.31
132932530133728,6/24/2022,eletrician,Siemens,non-Tech,3,75808,97.85
132932530133776,9/30/2022,database engineer,Apple,Tech,1,72083,97.89
132932530133824,4/10/2022,trainee,Siemens,non-Tech,2,79565,94.53
132932530133872,6/17/2022,platform engineer,Apple,Tech,3,64298,89.45
132932530134064,8/5/2022,database engineer,Apple,Tech,2,65884,79.93
132932530130608,4/10/2022,database engineer,Apple,Tech,2,60045,70.2
132932530130704,6/4/2022,eletrician,Siemens,non-Tech,2,65281,70.3
132932530134304,4/3/2022,database engineer,Apple,Tech,2,69706,87.23
132932530134352,9/21/2022,trainee,Siemens,non-Tech,2,61475,95.04
132932530134160,1/14/2022,trainee,Siemens,non-Tech,2,72824,94.78
132932530134400,5/13/2022,platform engineer,Apple,Tech,2,70413.94240055831,79.07
132932530134496,9/29/2022,platform engineer,Apple,Tech,2,60196,83.52
132932530134592,7/5/2022,eletrician,Siemens,non-Tech,2,62680,85.17
132932530134544,4/7/2022,database engineer,Apple,Tech,1,63196,96.44
132932530135168,3/17/2022,eletrician,Siemens,non-Tech,2,61790,94.69
132932530136800,7/9/2022,database engineer,Apple,Tech,2,72823,79.96
132932530136512,4/13/2022,trainee,Siemens,non-Tech,2,70413.94240055831,95.69
132932530135456,5/12/2022,eletrician,Siemens,non-Tech,1,66903,90.94
132932530136416,1/10/2022,platform engineer,Apple,Tech,1,68567,93.46
132932530136368,7/26/2022,platform engineer,Apple,Tech,3,62415,99.43
132932530135072,11/15/2022,platform engineer,Apple,Tech,1,60826,90.2
132932530134640,2/15/2022,trainee,Siemens,non-Tech,1,76271,88.1
132932530136608,6/4/2022,platform engineer,Apple,Tech,1,61403,88.21
132932530136464,12/5/2022,database engineer,Apple,Tech,2,77890,90
132932530136704,9/5/2022,platform engineer,Apple,Tech,2,70324,70.7
132932530136560,5/12/2022,database engineer,Apple,Tech,2,66835,84.74
132932530135648,7/9/2022,eletrician,Siemens,non-Tech,4,66205,88.46
132932530136656,5/3/2022,platform engineer,Apple,Tech,3,70082,99.57
132932530135264,6/12/2022,eletrician,Siemens,non-Tech,2,64869,93.08
132932530135600,10/12/2022,database engineer,Apple,Tech,1,72549,98.42
132932530135744,8/9/2022,database engineer,Apple,Tech,3,70663,78.71
132932530135696,8/13/2022,platform engineer,Apple,Tech,2,76082,94.09
132932530135360,7/7/2022,platform engineer,Apple,Tech,2,65229,76.03
132932530135216,4/3/2022,devops engineer,Apple,Tech,1,72118,98.89
132932530135504,9/10/2022,platform engineer,Apple,Tech,1,75665,94.36
132932530135312,8/30/2022,eletrician,Siemens,non-Tech,2,76570,94.59
132932530135408,1/9/2022,mechanic,Siemens,non-Tech,2,60392,90.67
132932530135552,6/20/2022,database engineer,Apple,Tech,2,67443,89.97
132932530135792,7/2/2022,platform engineer,Apple,Tech,4,68952,93.9
132932530136128,1/31/2022,database engineer,Apple,Tech,2,65814,92.18
132932530135888,8/21/2022,database engineer,Apple,Tech,1,65041,81.62
132932530135936,7/25/2022,mechanic,Siemens,non-Tech,2,76284,89.21
132932530135984,4/29/2022,trainee,Boeing,non-Tech,1,60114,73.28
132932530136032,5/19/2022,platform engineer,Apple,Tech,2,90369,93.36
132932530135840,7/29/2022,trainee,Siemens,non-Tech,1,69966,89.89230176260445
132932530136080,7/6/2022,eletrician,Siemens,non-Tech,1,67156,66.21
132932530136176,4/14/2022,platform engineer,Apple,Tech,2,66285,77.02
132932530136272,5/27/2022,eletrician,Siemens,non-Tech,1,68201,99.52
132932530136224,8/8/2022,eletrician,Siemens,non-Tech,1,74480,90.01
132932530138768,4/21/2022,designer,Boeing,non-Tech,1,60034,67.26
132932530138816,7/22/2022,trainee,Boeing,non-Tech,2,66563,80.68
132932530138864,10/15/2022,database engineer,Apple,Tech,2,77996,98.66
132932530130752,2/18/2022,database engineer,Apple,Tech,1,77136,84.85
132932530138432,11/6/2022,designer,Boeing,non-Tech,1,67218,89.89230176260445
132932530138096,1/17/2022,platform engineer,Apple,Tech,2,61435,81.79
132932530130176,5/26/2022,trainee,Siemens,non-Tech,1,71063,97.11
132932530131712,9/8/2022,database engineer,Apple,Tech,2,63547,99.94
132932530131760,6/4/2022,database engineer,Apple,Tech,1,74509,85.87
132932530130368,1/11/2022,database engineer,Apple,Tech,2,71012,75.52
132932530130320,9/14/2022,eletrician,Siemens,non-Tech,4,69917,80.68
132932530126912,10/30/2022,platform engineer,Apple,Tech,1,62549,97.76
132932530130128,5/26/2022,database engineer,Apple,Tech,1,81045,91.65
132932530129984,8/29/2022,eletrician,Siemens,non-Tech,1,85145,97.07
132932530129936,4/10/2022,platform engineer,Apple,Tech,1,62961,76.8
132932530129888,6/8/2022,database engineer,Apple,Tech,1,63575,90.34
132932530130032,7/13/2022,platform engineer,Apple,Tech,1,60199,89.89230176260445
132932530132048,7/1/2022,trainee,Siemens,non-Tech,2,71166,89.04
132932530132144,5/15/2022,eletrician,Siemens,non-Tech,4,70315,77.63
132932530138624,4/17/2022,eletrician,Siemens,non-Tech,3,76538,90.45
132932530137760,4/5/2022,trainee,Siemens,non-Tech,3,89210,97.98
132932530137808,4/20/2022,platform engineer,Apple,Tech,1,66250,74.49
132932530137856,8/15/2022,trainee,Siemens,non-Tech,4,64805,81.09
132932530137280,11/2/2022,eletrician,Siemens,non-Tech,1,77667,90.41
132932530137328,8/4/2022,trainee,Siemens,non-Tech,2,66047,87.94
132932530137376,6/17/2022,platform engineer,Apple,Tech,2,64778,83.44
132932530138384,5/4/2022,database engineer,Apple,Tech,2,67057,98.24
132932530138576,10/6/2022,platform engineer,Apple,Tech,1,63643,81.79
132932530137520,5/29/2022,trainee,Siemens,non-Tech,2,73954,96.2
132932530137568,12/26/2022,database engineer,Apple,Tech,2,60038,86.93
132932530137616,8/5/2022,database engineer,Apple,Tech,1,64357,97.34
132932530134448,10/8/2022,mechanic,Siemens,non-Tech,1,79910,96.92
132932530134208,7/19/2022,platform engineer,Apple,Tech,3,66546,96.94
132932530140256,10/2/2022,trainee,Siemens,non-Tech,1,66973,98.59
132932530140304,4/13/2022,trainee,Siemens,non-Tech,1,60030,93.22
132932530140352,8/6/2022,trainee,Siemens,non-Tech,1,61701,88.17
132932530140400,5/28/2022,trainee,Siemens,non-Tech,3,83671,99.77
132932530139536,2/9/2022,trainee,Siemens,non-Tech,1,73147,94.01
132932530139584,6/30/2022,mechanic,Siemens,non-Tech,2,63719,97.99
132932530139632,4/7/2022,database engineer,Apple,Tech,2,75685,80.59
132932530140880,8/10/2022,database engineer,Apple,Tech,1,65634,83.2
132932530140928,2/20/2022,database engineer,Apple,Tech,1,63287,77.2
132932530139296,5/3/2022,mechanic,Siemens,non-Tech,2,61700,84.82
132932530139344,4/24/2022,trainee,Siemens,non-Tech,1,62868,88.27
132932530139392,6/4/2022,trainee,Siemens,non-Tech,2,70413.94240055831,96.2
132932530139440,5/11/2022,trainee,Siemens,non-Tech,2,61674,91.14
132932530139488,3/25/2022,platform engineer,Apple,Tech,2,70029,83.61
132932530139680,10/13/2022,trainee,Siemens,non-Tech,1,69924,97.92
132932530139152,4/8/2022,database engineer,Apple,Tech,1,66077,93.25
132932530139728,8/29/2022,platform engineer,Apple,Tech,2,88800,99.28
132932530140448,10/26/2022,platform engineer,Apple,Tech,1,70413.94240055831,94.82
132932530140544,11/21/2022,eletrician,Siemens,non-Tech,1,64005,99.04
132932530133200,9/3/2022,platform engineer,Apple,Tech,4,75437,93.55
132932530133056,5/29/2022,database engineer,Apple,Tech,2,82260,92.83
132932530140688,5/17/2022,trainee,Siemens,non-Tech,2,85735,99.44
132932530142848,8/21/2022,database engineer,Apple,Tech,2,81529,99.49
132932530142896,8/15/2022,platform engineer,Apple,Tech,2,61743,95.2
132932530142944,10/24/2022,eletrician,Siemens,non-Tech,4,85498,95.85
132932530142992,2/18/2022,trainee,Siemens,non-Tech,2,61803,82.34
132932530143040,4/23/2022,trainee,Boeing,non-Tech,3,73794,89.76
132932530141888,9/15/2022,trainee,Siemens,non-Tech,2,72607,98.73
132932530141072,2/12/2022,mechanic,Siemens,non-Tech,1,63954,90.25
